result
Schedule ID 1000001: VALID (has Property Desc)
Schedule ID 1000002: Table found but no Property Desc
Schedule ID 1000003: VALID (has Property Desc)
Schedule ID 1000004: VALID (has Property Desc)
Schedule ID 1000005: VALID (has Property Desc)
Schedule ID 1000006: VALID (has Property Desc)
Schedule ID 1000007: VALID (has Property Desc)
Schedule ID 1000008: VALID (has Property Desc)
Schedule ID 1000009: VALID (has Property Desc)
Schedule ID 1000010: VALID (has Property Desc)
Schedule ID 1000011: VALID (has Property Desc)
Schedule ID 1000012: VALID (has Property Desc)
Schedule ID 1000013: VALID (has Property Desc)
Schedule ID 1000014: VALID (has Property Desc)
Schedule ID 1000015: VALID (has Property Desc)
Schedule ID 1000016: VALID (has Property Desc)
Schedule ID 1000017: Table found but no Property Desc
Schedule ID 1000018: VALID (has Property Desc)
Schedule ID 1000019: VALID (has Property Desc)
Schedule ID 1000020: VALID (has Property Desc)
Schedule ID 1000021: Table found but no Property Desc
Schedule ID 1000022: VALID (has Property Desc)
Schedule ID 1000023: VALID (has Property Desc)
Schedule ID 1000024: VALID (has Property Desc)
Schedule ID 1000025: VALID (has Property Desc)
Schedule ID 1000026: VALID (has Property Desc)
Schedule ID 1000027: VALID (has Property Desc)
Schedule ID 1000028: Table found but no Property Desc
Schedule ID 1000029: VALID (has Property Desc)
Schedule ID 1000030: VALID (has Property Desc)
Schedule ID 1000031: VALID (has Property Desc)
Schedule ID 1000032: VALID (has Property Desc)
Schedule ID 1000033: VALID (has Property Desc)
Schedule ID 1000034: VALID (has Property Desc)
Schedule ID 1000035: VALID (has Property Desc)
Schedule ID 1000036: VALID (has Property Desc)
Schedule ID 1000037: VALID (has Property Desc)
Schedule ID 1000038: Table found but no Property Desc
Schedule ID 1000039: Table found but no Property Desc
Schedule ID 1000040: VALID (has Property Desc)
Schedule ID 1000041: VALID (has Property Desc)
Schedule ID 1000042: VALID (has Property Desc)
Schedule ID 1000043: VALID (has Property Desc)
Schedule ID 1000044: VALID (has Property Desc)
Schedule ID 1000045: VALID (has Property Desc)
Schedule ID 1000046: VALID (has Property Desc)
Schedule ID 1000047: Table found but no Property Desc
Schedule ID 1000048: VALID (has Property Desc)
Schedule ID 1000049: VALID (has Property Desc)
Schedule ID 1000050: VALID (has Property Desc)
Schedule ID 1000051: VALID (has Property Desc)
Schedule ID 1000052: VALID (has Property Desc)
Schedule ID 1000053: VALID (has Property Desc)
Schedule ID 1000054: VALID (has Property Desc)
Schedule ID 1000055: VALID (has Property Desc)
Schedule ID 1000056: VALID (has Property Desc)
Schedule ID 1000057: VALID (has Property Desc)
Schedule ID 1000058: VALID (has Property Desc)
Schedule ID 1000059: VALID (has Property Desc)
Schedule ID 1000060: VALID (has Property Desc)
Schedule ID 1000061: VALID (has Property Desc)
Schedule ID 1000062: VALID (has Property Desc)
Schedule ID 1000063: VALID (has Property Desc)
Schedule ID 1000064: VALID (has Property Desc)
Schedule ID 1000065: VALID (has Property Desc)
Schedule ID 1000066: VALID (has Property Desc)
